avgR,avgG,avgB,varR,varG,varB,label
1.097541e+02,1.361731e+02,1.557837e+02,2.374904e+01,3.038168e+01,4.734086e+01,2
1.159357e+02,1.386381e+02,1.501852e+02,2.814796e+01,3.896864e+01,5.481361e+01,2
1.052628e+02,1.350161e+02,1.429438e+02,3.213127e+01,3.580425e+01,5.177146e+01,2
1.069154e+02,1.331671e+02,1.490444e+02,3.025476e+01,3.793326e+01,5.488209e+01,2
1.094892e+02,1.328429e+02,1.452555e+02,3.905503e+01,5.059196e+01,6.804709e+01,2
9.254709e+01,1.225768e+02,1.438849e+02,4.779150e+01,5.782152e+01,7.326296e+01,2
9.134334e+01,1.182043e+02,1.312275e+02,4.457670e+01,5.302819e+01,7.144920e+01,2
1.120084e+02,1.384785e+02,1.547631e+02,3.809958e+01,5.056811e+01,6.960309e+01,2
1.112183e+02,1.411365e+02,1.586408e+02,2.974317e+01,4.228554e+01,6.213127e+01,2
1.164837e+02,1.421691e+02,1.559647e+02,2.650051e+01,3.702913e+01,5.856620e+01,2
1.138260e+02,1.419762e+02,1.564002e+02,2.713197e+01,3.989140e+01,6.258997e+01,2
1.101614e+02,1.351278e+02,1.494939e+02,2.332213e+01,3.378723e+01,5.154478e+01,2
1.080377e+02,1.330864e+02,1.419604e+02,3.048048e+01,3.966879e+01,5.954432e+01,2
1.132474e+02,1.392480e+02,1.539729e+02,2.943844e+01,4.014576e+01,6.094401e+01,2
1.049683e+02,1.341206e+02,1.490528e+02,2.602119e+01,3.594114e+01,5.781405e+01,2
1.109287e+02,1.383706e+02,1.519123e+02,3.243295e+01,4.402702e+01,6.432570e+01,2
1.105563e+02,1.366056e+02,1.475311e+02,3.386115e+01,4.424802e+01,6.427273e+01,2
1.143371e+02,1.423111e+02,1.585749e+02,2.549782e+01,3.634710e+01,5.719061e+01,2
1.129129e+02,1.338142e+02,1.440512e+02,2.515231e+01,3.759676e+01,5.738703e+01,2
1.150968e+02,1.382448e+02,1.475362e+02,2.946818e+01,3.883699e+01,5.991473e+01,2
1.172923e+02,1.413617e+02,1.525774e+02,2.466824e+01,3.346139e+01,5.417861e+01,2
1.195635e+02,1.454796e+02,1.559614e+02,3.107624e+01,3.853526e+01,6.264158e+01,2
1.127836e+02,1.352013e+02,1.459956e+02,3.617945e+01,4.337882e+01,6.317148e+01,2
1.127735e+02,1.326557e+02,1.441123e+02,2.762698e+01,3.663821e+01,5.826155e+01,2
1.095455e+02,1.303236e+02,1.402765e+02,3.250295e+01,4.103785e+01,6.281403e+01,2
1.059754e+02,1.297361e+02,1.438251e+02,2.949006e+01,3.557581e+01,5.293929e+01,2
1.147813e+02,1.354594e+02,1.447944e+02,4.341193e+01,4.799647e+01,6.478274e+01,2
1.222227e+02,1.362344e+02,1.393964e+02,3.469205e+01,3.841178e+01,4.984047e+01,2
9.427634e+01,1.191990e+02,1.326018e+02,5.300490e+01,5.246970e+01,5.579192e+01,2
1.098483e+02,1.192866e+02,1.239410e+02,3.292521e+01,3.819814e+01,4.462322e+01,2
1.143609e+02,1.285987e+02,1.336253e+02,2.853654e+01,3.537369e+01,4.757600e+01,2
1.164060e+02,1.304658e+02,1.325419e+02,3.281465e+01,3.812328e+01,4.908789e+01,2
9.326233e+01,1.188369e+02,1.333167e+02,5.290764e+01,6.043814e+01,7.360119e+01,2
1.075312e+02,1.319511e+02,1.453108e+02,4.295939e+01,5.092710e+01,6.380013e+01,2
9.571159e+01,1.247215e+02,1.419392e+02,5.705695e+01,6.280323e+01,7.118796e+01,2
1.116672e+02,1.274982e+02,1.352897e+02,3.876298e+01,4.292677e+01,5.265876e+01,2
1.283264e+02,1.494853e+02,1.585930e+02,2.991567e+01,3.540844e+01,4.824893e+01,2
1.184993e+02,1.383894e+02,1.469344e+02,2.403346e+01,3.197551e+01,4.736426e+01,2
1.251414e+02,1.404197e+02,1.457507e+02,2.648481e+01,3.187866e+01,4.281461e+01,2
1.160910e+02,1.303764e+02,1.322001e+02,3.013789e+01,3.544224e+01,4.546496e+01,2
1.134496e+02,1.425922e+02,1.575961e+02,2.977261e+01,3.996810e+01,5.508512e+01,2
1.062124e+02,1.357145e+02,1.604249e+02,2.882893e+01,3.394405e+01,4.646008e+01,2
1.164733e+02,1.367388e+02,1.407982e+02,2.820024e+01,4.025503e+01,5.535514e+01,2
1.115967e+02,1.298525e+02,1.376388e+02,2.734130e+01,3.744004e+01,5.551236e+01,2
9.948984e+01,1.307422e+02,1.402193e+02,3.185509e+01,3.746095e+01,5.437145e+01,2
1.081479e+02,1.318927e+02,1.427702e+02,2.979659e+01,3.828512e+01,5.485229e+01,2
1.122703e+02,1.344283e+02,1.443520e+02,3.727505e+01,5.131769e+01,6.956103e+01,2
8.024564e+01,1.090262e+02,1.248785e+02,5.781565e+01,6.751457e+01,7.913908e+01,2
1.091499e+02,1.353539e+02,1.517626e+02,3.186787e+01,4.117423e+01,6.604171e+01,2
1.163144e+02,1.410238e+02,1.551653e+02,3.409040e+01,4.837845e+01,6.945692e+01,2
1.027546e+02,1.257792e+02,1.374767e+02,2.994850e+01,3.942990e+01,5.562393e+01,2
1.044337e+02,1.340019e+02,1.494260e+02,3.420641e+01,4.620537e+01,6.543484e+01,2
1.126805e+02,1.306979e+02,1.334666e+02,3.290936e+01,4.362376e+01,6.251830e+01,2
1.184413e+02,1.439737e+02,1.542838e+02,3.067673e+01,4.263763e+01,6.438980e+01,2
1.123031e+02,1.346867e+02,1.391284e+02,3.118273e+01,4.365385e+01,6.162808e+01,2
1.175025e+02,1.411821e+02,1.558155e+02,2.663625e+01,3.713829e+01,5.449476e+01,2
1.163040e+02,1.398596e+02,1.476942e+02,2.346925e+01,3.242092e+01,5.811236e+01,2
1.174208e+02,1.410066e+02,1.492373e+02,2.656252e+01,4.087895e+01,6.207088e+01,2
1.186205e+02,1.478804e+02,1.618638e+02,2.533036e+01,3.589813e+01,6.259931e+01,2
1.164282e+02,1.425006e+02,1.513177e+02,3.409893e+01,4.666209e+01,6.606711e+01,2
1.120325e+02,1.362501e+02,1.432588e+02,3.307665e+01,4.466507e+01,6.616965e+01,2
1.124592e+02,1.383389e+02,1.535127e+02,3.036455e+01,4.236929e+01,6.274551e+01,2
1.130055e+02,1.285397e+02,1.302033e+02,2.340399e+01,3.750867e+01,6.328887e+01,2
1.132831e+02,1.320906e+02,1.382752e+02,2.863548e+01,4.160127e+01,5.885155e+01,2
1.247959e+02,1.472174e+02,1.541120e+02,2.646238e+01,3.740324e+01,6.394116e+01,2
1.125874e+02,1.376948e+02,1.464476e+02,2.951653e+01,3.799202e+01,5.592729e+01,2
1.188855e+02,1.436299e+02,1.512882e+02,3.344308e+01,4.082738e+01,6.307025e+01,2
1.179512e+02,1.365647e+02,1.408015e+02,3.649899e+01,4.374175e+01,6.341424e+01,2
1.218686e+02,1.366179e+02,1.415136e+02,2.871590e+01,3.696927e+01,5.895745e+01,2
1.214496e+02,1.357925e+02,1.355165e+02,4.531560e+01,4.892595e+01,5.964136e+01,2
1.140498e+02,1.294727e+02,1.364534e+02,3.157536e+01,3.608631e+01,5.094756e+01,2
1.169360e+02,1.300976e+02,1.301026e+02,3.597004e+01,4.042880e+01,5.095332e+01,2
1.008104e+02,1.191782e+02,1.290832e+02,5.345594e+01,5.286102e+01,5.376203e+01,2
9.117088e+01,1.175437e+02,1.289915e+02,5.651145e+01,5.724122e+01,6.320419e+01,2
1.124530e+02,1.238844e+02,1.277943e+02,2.733803e+01,3.451459e+01,4.402019e+01,2
1.100377e+02,1.299422e+02,1.382999e+02,3.530905e+01,4.534261e+01,5.991120e+01,2
1.147968e+02,1.333443e+02,1.436882e+02,5.005032e+01,5.603519e+01,7.085382e+01,2
1.107333e+02,1.320950e+02,1.446353e+02,4.396282e+01,5.207083e+01,6.521990e+01,2
9.525211e+01,1.244845e+02,1.409247e+02,5.914901e+01,6.459211e+01,7.185164e+01,2
1.162843e+02,1.347717e+02,1.416804e+02,3.132401e+01,3.691369e+01,5.079291e+01,2
1.171767e+02,1.391978e+02,1.477106e+02,3.025879e+01,3.696592e+01,5.051157e+01,2
1.145698e+02,1.334188e+02,1.446034e+02,2.369708e+01,3.298381e+01,4.985695e+01,2
1.057737e+02,1.320056e+02,1.354820e+02,5.721451e+01,6.484276e+01,7.472685e+01,2
1.228155e+02,1.265458e+02,1.377929e+02,5.961394e+01,5.798657e+01,6.444320e+01,2
1.261538e+02,1.291565e+02,1.420412e+02,5.331257e+01,5.322621e+01,6.291199e+01,2
1.786078e+02,1.752257e+02,1.688190e+02,6.431726e+01,6.768085e+01,7.402706e+01,2
1.608583e+02,1.662144e+02,1.562130e+02,4.340593e+01,4.293994e+01,5.799039e+01,2
1.531119e+02,1.533993e+02,1.425840e+02,4.707737e+01,4.800730e+01,5.289813e+01,2
1.096393e+02,1.165532e+02,1.334492e+02,6.330073e+01,5.961071e+01,6.769683e+01,2
1.096393e+02,1.165532e+02,1.334492e+02,6.330073e+01,5.961071e+01,6.769683e+01,2
8.803717e+01,1.206915e+02,1.170195e+02,3.273981e+01,4.003033e+01,4.603766e+01,2
8.803717e+01,1.206915e+02,1.170195e+02,3.273981e+01,4.003033e+01,4.603766e+01,2
1.455083e+02,1.332959e+02,1.121708e+02,4.952093e+01,4.911841e+01,5.511049e+01,2
1.455083e+02,1.332959e+02,1.121708e+02,4.952093e+01,4.911841e+01,5.511049e+01,2
8.050139e+01,8.157320e+01,7.571423e+01,5.679524e+01,6.334511e+01,6.643116e+01,2
8.050139e+01,8.157320e+01,7.571423e+01,5.679524e+01,6.334511e+01,6.643116e+01,2
1.463985e+02,1.441891e+02,1.526926e+02,2.820568e+01,2.863413e+01,5.138919e+01,2
1.463985e+02,1.441891e+02,1.526926e+02,2.820568e+01,2.863413e+01,5.138919e+01,2
9.808685e+01,1.177890e+02,1.220520e+02,4.922903e+01,5.822360e+01,7.062364e+01,2
9.808685e+01,1.177890e+02,1.220520e+02,4.922903e+01,5.822360e+01,7.062364e+01,2
1.063221e+02,1.278421e+02,1.271399e+02,4.133738e+01,5.246250e+01,6.776505e+01,2
1.063221e+02,1.278421e+02,1.271399e+02,4.133738e+01,5.246250e+01,6.776505e+01,2
9.557195e+01,1.255338e+02,1.365167e+02,6.967270e+01,7.942547e+01,8.735801e+01,2
9.557195e+01,1.255338e+02,1.365167e+02,6.967270e+01,7.942547e+01,8.735801e+01,2
1.054190e+02,1.338739e+02,1.453624e+02,4.458511e+01,5.472094e+01,7.265494e+01,2
1.054190e+02,1.338739e+02,1.453624e+02,4.458511e+01,5.472094e+01,7.265494e+01,2
1.080529e+02,1.426388e+02,1.570229e+02,5.216903e+01,6.279133e+01,7.602189e+01,2
1.080529e+02,1.426388e+02,1.570229e+02,5.216903e+01,6.279133e+01,7.602189e+01,2
1.320096e+02,1.424384e+02,1.591388e+02,3.475122e+01,4.596870e+01,6.058173e+01,2
1.026555e+02,1.266348e+02,1.306111e+02,5.120524e+01,6.140430e+01,7.143231e+01,2
1.193867e+02,1.431974e+02,1.523819e+02,4.503314e+01,5.605110e+01,7.162232e+01,2
1.077068e+02,1.354260e+02,1.434158e+02,4.615458e+01,5.389998e+01,6.816378e+01,2
1.132287e+02,1.404888e+02,1.597987e+02,6.208040e+01,6.599711e+01,7.450237e+01,2
9.005342e+01,1.205999e+02,1.338024e+02,6.423941e+01,7.471551e+01,8.338885e+01,2
1.073239e+02,1.345233e+02,1.419718e+02,5.757562e+01,6.529321e+01,7.784666e+01,2
1.019902e+02,1.244880e+02,1.302906e+02,6.076572e+01,6.140783e+01,6.836431e+01,2
1.024743e+02,1.335250e+02,1.621730e+02,6.747670e+01,6.921270e+01,7.431556e+01,2
1.039872e+02,1.462466e+02,1.577706e+02,5.893523e+01,6.465326e+01,6.585070e+01,2
1.039718e+02,1.453816e+02,1.588601e+02,6.753414e+01,7.584101e+01,7.613343e+01,2
1.152745e+02,1.451472e+02,1.693533e+02,7.600072e+01,8.069760e+01,7.990637e+01,2
9.690454e+01,1.434619e+02,1.570627e+02,7.068277e+01,7.460791e+01,7.510953e+01,2
1.271549e+02,1.491699e+02,1.594487e+02,2.229388e+01,2.306771e+01,3.321262e+01,2
1.183008e+02,1.388274e+02,1.484570e+02,2.782143e+01,3.158340e+01,4.372530e+01,2
1.340170e+02,1.500997e+02,1.484774e+02,2.324668e+01,2.490959e+01,3.394381e+01,2
1.265281e+02,1.455168e+02,1.482993e+02,2.483220e+01,2.891847e+01,3.910253e+01,2
1.157080e+02,1.372229e+02,1.460318e+02,2.493733e+01,3.128028e+01,4.394973e+01,2
1.215026e+02,1.432521e+02,1.442931e+02,2.569093e+01,3.023471e+01,4.211916e+01,2
1.165618e+02,1.397499e+02,1.489179e+02,2.223749e+01,2.893099e+01,4.534420e+01,2
1.225098e+02,1.388750e+02,1.439443e+02,2.219954e+01,3.129934e+01,4.380880e+01,2
1.042808e+02,1.451187e+02,1.582955e+02,6.947148e+01,7.328417e+01,7.130222e+01,2
1.153338e+02,1.328673e+02,1.313916e+02,2.751284e+01,3.284621e+01,4.420749e+01,2
1.157657e+02,1.372396e+02,1.435992e+02,2.146758e+01,2.738343e+01,4.312402e+01,2
1.156386e+02,1.383829e+02,1.473461e+02,2.376975e+01,2.925487e+01,4.455002e+01,2
